Ichiro Akamatsu	1983	27	Hanshin	JPCL	Fgn	2	0	0	0	0	0	0	0	0	0	0	0	0	\N	\N	\N	\N	0	0	0	0	0	0
Masato Akamatsu	2005	22	Hanshin	JPCL	Fgn	2	0	0	1	0	0	0	0	0	1	1	0	0	\N	\N	\N	\N	0	0	0	0	0	0
Masato Akamatsu	2006	23	Hanshin	JPCL	Fgn	6	15	14	1	2	0	0	0	0	2	1	0	3	0.143	0.143	0.143	0.286	2	0	0	1	0	0
Masato Akamatsu	2007	24	Hanshin	JPCL	Fgn	28	43	39	4	6	1	0	0	1	8	1	2	5	0.154	0.19	0.179	0.37	7	1	0	1	1	0
Masato Akamatsu	2008	25	Hiroshima	JPCL	Fgn	125	390	342	62	88	13	1	7	24	12	2	23	67	0.257	0.317	0.363	0.68	124	3	7	18	0	0
Masato Akamatsu	2009	26	Hiroshima	JPCL	Fgn	137	489	423	58	98	15	3	6	43	14	7	33	79	0.232	0.289	0.324	0.613	137	3	3	25	5	0
Masato Akamatsu	2010	27	Hiroshima	JPCL	Fgn	112	320	291	41	83	12	3	4	33	20	4	8	48	0.285	0.307	0.388	0.696	113	4	3	14	4	0
Masato Akamatsu	2011	28	Hiroshima	JPCL	Fgn	80	217	192	25	50	9	0	1	18	19	4	4	29	0.26	0.287	0.323	0.61	62	1	4	15	2	0
Masato Akamatsu	2012	29	Hiroshima	JPCL	Fgn	76	246	207	22	50	6	0	3	15	18	2	18	33	0.242	0.313	0.314	0.627	65	4	4	16	1	0
Masato Akamatsu	2013	30	Hiroshima	JPCL	Fgn	85	60	54	16	11	2	0	0	3	12	4	1	9	0.204	0.232	0.241	0.473	13	0	1	4	0	0
Ryo Akamatsu	1953	20	Osaka	JPCL	Fgn	1	0	0	0	0	0	0	0	0	0	0	0	0	\N	\N	\N	\N	0	0	0	0	\N	\N
Ryo Akamatsu	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Ryo Akamatsu	1955	22	Osaka	JPCL	Fgn	2	0	0	0	0	0	0	0	0	0	0	0	0	\N	\N	\N	\N	0	0	0	0	0	0
Ryo Akamatsu	1956	23	Daiei	JPPL	Fgn	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ginji Akaminai	2010	22	Rakuten	JPPL	Fgn	2	6	6	0	1	0	0	0	0	0	0	0	0	0.167	0.167	0.167	0.333	1	0	0	0	0	0
Ginji Akaminai	2011	23	Rakuten	JPPL	Fgn	22	59	54	4	12	0	0	0	6	1	0	2	7	0.222	0.263	0.222	0.485	12	0	1	2	0	0
Ginji Akaminai	2012	24	Rakuten	JPPL	Fgn	126	485	432	37	121	16	2	4	45	8	4	22	37	0.28	0.318	0.354	0.672	153	4	4	23	4	0
Ginji Akaminai	2013	25	Rakuten	JPPL	Fgn	131	525	482	63	153	24	3	4	54	3	3	36	44	0.317	0.365	0.405	0.769	195	14	2	1	4	2
Kenyu Akamine	1979	21	Yomiuri	JPCL	Fgn	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Kenyu Akamine	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Kenyu Akamine	1981	23	Yomiuri	JPCL	Fgn	4	0	0	0	0	0	0	0	0	0	0	0	0	\N	\N	\N	\N	0	0	0	0	0	0
Hyutaro Akaneya	1948	32	Kyuei	JPBL	Fgn	12	22	21	0	1	0	0	0	0	0	0	0	3	0.048	0.048	0.048	0.095	1	\N	0	1	\N	\N
Hyutaro Akaneya	1949	33	Tokyu	JPBL	Fgn	10	12	12	0	1	0	0	0	0	0	0	0	4	0.083	0.083	0.083	0.167	1	\N	0	0	\N	\N
Kazuyuki Akasaka	2008	18	Chunichi	JPCL	Fgn	1	0	0	0	0	0	0	0	0	0	0	0	0	\N	\N	\N	\N	0	0	0	0	0	0
Mitsuaki Akasaka	1971	21	Yakult	JPCL	Fgn	6	0	0	0	0	0	0	0	0	0	0	0	0	\N	\N	\N	\N	0	0	0	0	0	0
Kenji Akashi	2004	18	Daiei	JPPL	Fgn	7	5	4	2	1	0	1	0	0	0	0	1	2	0.25	0.4	0.75	1.15	3	0	0	0	0	0
Kenji Akashi	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
